Date,Open,Close,High,Volume
2016-07-08,840.4000244140625,840.219970703125,840.6500244140625,6
2016-07-11,856.25,849.4000244140625,856.9500122070312,2415
2016-07-12,857.5,851.6400146484375,857.52001953125,32
2016-07-13,853.1199951171875,858.2000122070312,860.0,52
2016-07-14,859.7100219726562,858.5399780273438,863.72998046875,657
2016-07-15,863.510009765625,862.989990234375,871.0,49
2016-07-18,864.9099731445312,860.3499755859375,865.1099853515625,31
2016-07-19,852.9000244140625,853.4500122070312,857.9000244140625,255
2016-07-20,863.0399780273438,860.0,863.4500122070312,171
2016-07-21,866.0499877929688,860.0,866.0499877929688,153
2016-07-22,859.5700073242188,857.0999755859375,859.97998046875,23
2016-07-25,951.4000244140625,861.3699951171875,951.4000244140625,49
2016-07-26,869.3499755859375,866.7999877929688,869.3900146484375,17
2016-07-27,871.8200073242188,862.6500244140625,872.260009765625,5
2016-07-28,873.7999877929688,871.4099731445312,873.7999877929688,52
2016-07-29,873.510009765625,873.3599853515625,873.9500122070312,10
2016-08-01,879.530029296875,870.0900268554688,880.5,285
2016-08-02,876.8900146484375,866.8099975585938,877.3699951171875,19
2016-08-03,865.010009765625,863.2000122070312,868.8800048828125,11
2016-08-04,866.739990234375,866.0,866.739990234375,33
2016-08-05,872.8900146484375,875.5999755859375,875.5999755859375,212
2016-08-08,874.4099731445312,875.0,880.8400268554688,28
2016-08-09,878.9299926757812,871.9099731445312,878.9299926757812,54
2016-08-10,875.1500244140625,910.4500122070312,1028.9000244140625,58
2016-08-11,866.72998046875,867.1199951171875,869.0700073242188,102
2016-08-12,874.3400268554688,874.2999877929688,874.3400268554688,12
2016-08-16,876.0,875.9000244140625,878.0599975585938,218
2016-08-17,865.4099731445312,872.75,872.75,174
2016-08-18,905.0,878.7999877929688,905.0,23
2016-08-19,878.8499755859375,871.0499877929688,878.8499755859375,9
2016-08-22,873.8499755859375,874.3499755859375,874.3499755859375,13
2016-08-23,872.0,880.0,880.0,11
2016-08-24,874.9000244140625,874.9000244140625,874.9000244140625,10
2016-08-25,878.9000244140625,868.0999755859375,878.9000244140625,15
2016-08-26,871.0,868.5,871.2999877929688,27
2016-08-29,866.25,869.3499755859375,869.3499755859375,14
2016-08-30,877.8499755859375,880.7000122070312,880.7000122070312,47
2016-08-31,890.8499755859375,888.0,890.8499755859375,16
2016-09-01,890.2999877929688,888.4000244140625,890.5499877929688,26
2016-09-02,887.5,885.7999877929688,887.5,5
2016-09-06,898.2999877929688,898.2000122070312,898.5999755859375,30
2016-09-07,903.2999877929688,896.0999755859375,903.2999877929688,80
2016-09-08,901.5999755859375,904.75,904.75,5
2016-09-09,901.5,895.0,901.5,62
2016-09-12,885.75,882.8400268554688,950.0,522
2016-09-14,882.0,882.8300170898438,882.8300170898438,35
2016-09-15,883.1500244140625,885.0,885.0,49
2016-09-16,894.1500244140625,887.1799926757812,895.5,35
2016-09-19,890.25,890.489990234375,890.489990234375,6
2016-09-20,889.760009765625,889.3499755859375,890.0999755859375,334
2016-09-21,890.25,890.75,893.2999877929688,185
2016-09-22,899.72998046875,895.5399780273438,899.8099975585938,340
2016-09-23,897.6900024414062,895.0499877929688,897.6900024414062,53
2016-09-26,890.6900024414062,883.5,891.0900268554688,54
2016-09-27,886.2999877929688,881.0,886.47998046875,73
2016-09-28,883.9000244140625,886.9500122070312,886.9500122070312,101
2016-09-29,886.5499877929688,871.0999755859375,889.6400146484375,7596
2016-09-30,871.6900024414062,865.0,871.7000122070312,40
2016-10-03,880.4500122070312,882.0,883.7999877929688,106
2016-10-04,888.0,885.8699951171875,888.02001953125,152
2016-10-05,889.7100219726562,884.260009765625,889.7100219726562,790
2016-10-06,888.239990234375,882.2899780273438,888.239990234375,7
2016-10-07,880.5999755859375,879.3599853515625,881.2000122070312,160
2016-10-10,884.3400268554688,880.52001953125,884.3400268554688,60
2016-10-13,873.739990234375,864.77001953125,873.8099975585938,598
2016-10-14,866.989990234375,866.489990234375,866.989990234375,3
2016-10-17,869.0900268554688,860.52001953125,869.0900268554688,84
2016-10-18,866.8900146484375,876.0,876.1500244140625,91
2016-10-19,876.9099731445312,876.8900146484375,876.9099731445312,8
2016-10-20,879.8200073242188,878.2000122070312,881.3099975585938,384
2016-10-21,875.72998046875,873.77001953125,876.9199829101562,258
2016-10-24,880.0599975585938,880.3300170898438,880.3300170898438,107
2016-10-25,877.0999755859375,878.5999755859375,878.5999755859375,8
2016-10-26,873.7899780273438,870.8800048828125,873.8900146484375,18
2016-10-27,867.25,867.25,868.0,357
2016-10-28,871.9500122070312,873.0,873.2000122070312,75
2016-11-01,872.2999877929688,870.719970703125,873.0499877929688,94
2016-11-02,871.0,862.2000122070312,871.0,197
2016-11-03,862.6699829101562,861.0700073242188,863.1900024414062,48
2016-11-04,857.0,855.5,857.25,294
2016-11-07,860.3300170898438,858.3900146484375,861.2000122070312,17
2016-11-08,860.9600219726562,858.1099853515625,861.2000122070312,51
2016-11-09,842.0,855.4199829101562,856.5,725
2016-11-10,865.5399780273438,866.0,868.0,48
2016-11-11,852.4000244140625,843.3400268554688,852.4000244140625,1274
2016-11-15,840.0,828.6099853515625,840.4299926757812,1565
2016-11-16,825.0999755859375,820.030029296875,977.7999877929688,9749
2016-11-17,823.0800170898438,818.1699829101562,823.7999877929688,192
2016-11-18,818.0,818.7999877929688,821.4000244140625,953
2016-11-21,817.0900268554688,803.719970703125,817.0900268554688,272
2016-11-22,802.969970703125,808.0,808.0,97
2016-11-23,812.0900268554688,814.2100219726562,814.7999877929688,139
2016-11-24,807.8400268554688,809.4000244140625,812.1900024414062,115
2016-11-25,813.7999877929688,820.4500122070312,821.25,11
2016-11-28,820.5499877929688,822.4600219726562,822.4600219726562,23
2016-11-29,827.2000122070312,827.75,829.3499755859375,188
2016-11-30,827.0999755859375,830.5,830.5,91
2016-12-01,832.0999755859375,832.0,833.0,73
2016-12-02,825.1699829101562,821.6900024414062,826.2000122070312,422
2016-12-05,822.0,824.8200073242188,824.8499755859375,513
2016-12-06,828.7000122070312,826.0,829.0,33
2016-12-07,827.8699951171875,820.8499755859375,830.3900146484375,625
2016-12-08,832.780029296875,835.0,835.3800048828125,39
2016-12-09,836.2899780273438,837.0,837.0,10
2016-12-12,831.7999877929688,828.239990234375,831.9000244140625,52
2016-12-13,828.0800170898438,828.2000122070312,828.2000122070312,31
2016-12-14,831.4000244140625,830.030029296875,831.7000122070312,206
2016-12-15,832.5,827.22998046875,832.719970703125,110
2016-12-16,826.0,824.0,826.0,164
2016-12-19,823.8800048828125,823.0,824.1900024414062,167
2016-12-20,823.219970703125,820.3699951171875,823.2999877929688,83
2016-12-21,821.2000122070312,819.0,821.530029296875,88
2016-12-22,814.75,808.0,814.75,214
2016-12-23,806.2999877929688,808.0,809.2999877929688,22
2016-12-26,802.0,801.25,803.7000122070312,195
2016-12-27,802.8499755859375,814.8499755859375,816.1699829101562,12
2016-12-28,818.1699829101562,816.1500244140625,821.0399780273438,18
2016-12-29,815.7999877929688,815.6500244140625,816.4099731445312,65
2016-12-30,820.0,827.760009765625,827.760009765625,62
2017-01-02,825.0999755859375,830.2000122070312,830.2000122070312,81
2017-01-03,828.6199951171875,830.5,831.8900146484375,158
2017-01-04,831.5,828.5900268554688,832.0,75
2017-01-05,834.3300170898438,838.0,838.0,85
2017-01-06,840.0,838.0,843.0499877929688,33
2017-01-09,835.6900024414062,836.760009765625,836.760009765625,15
2017-01-10,839.5700073242188,839.2999877929688,839.5700073242188,120
2017-01-11,840.0,847.1599731445312,847.1599731445312,143
2017-01-12,848.5800170898438,850.2999877929688,850.5399780273438,23
2017-01-13,850.0,850.6099853515625,851.0399780273438,138
2017-01-16,851.0,853.8499755859375,853.8499755859375,213
2017-01-17,854.5700073242188,850.8400268554688,855.5499877929688,102
2017-01-18,856.9600219726562,853.75,856.9600219726562,38
2017-01-19,852.0,852.0,852.0,113
2017-01-20,850.6099853515625,847.6599731445312,853.5800170898438,440
2017-01-23,849.9500122070312,843.47998046875,851.4600219726562,27
2017-01-24,853.7899780273438,852.7100219726562,854.8499755859375,173
2017-01-25,864.0,866.25,866.25,6
2017-01-27,871.6099853515625,877.4000244140625,878.5700073242188,572
2017-01-30,872.4199829101562,876.530029296875,876.5900268554688,468
2017-01-31,872.219970703125,869.030029296875,872.27001953125,202
2017-02-01,868.4500122070312,884.2000122070312,884.5,727
2017-02-02,881.8699951171875,885.0599975585938,885.0700073242188,20
2017-02-03,885.9299926757812,881.5,886.2999877929688,22
2017-02-06,889.0,889.6599731445312,893.2899780273438,324
2017-02-07,708.25,888.6699829101562,916.0,199
2017-02-08,888.0,885.0,891.3900146484375,236
2017-02-09,892.0,887.9099731445312,892.0,8
2017-02-10,892.2999877929688,890.0,892.6400146484375,82
2017-02-13,892.6599731445312,892.0,893.5999755859375,71
2017-02-14,892.1500244140625,889.7100219726562,894.0399780273438,88
2017-02-15,891.0900268554688,886.219970703125,892.5,157
2017-02-16,885.2999877929688,889.280029296875,890.5599975585938,443
2017-02-17,889.5,893.97998046875,897.030029296875,196
2017-02-20,894.7000122070312,898.0999755859375,898.0999755859375,169
2017-02-21,901.8699951171875,902.2999877929688,902.2999877929688,38
2017-02-22,904.8499755859375,902.2000122070312,906.0,30
2017-02-23,906.0,906.280029296875,908.6099853515625,730
2017-02-27,903.7899780273438,902.0,906.0399780273438,283
2017-02-28,910.0,901.0999755859375,910.0,209
2017-03-01,902.510009765625,907.0,907.0,78
2017-03-02,911.0800170898438,902.5599975585938,912.8300170898438,42
2017-03-03,900.7899780273438,901.760009765625,901.760009765625,94
2017-03-06,903.1500244140625,908.8800048828125,909.6199951171875,180
2017-03-07,908.6599731445312,907.75,908.8900146484375,142
2017-03-08,907.1699829101562,902.4199829101562,907.2000122070312,72
2017-03-09,905.780029296875,904.5,906.7999877929688,211
2017-03-10,908.7999877929688,908.489990234375,908.9299926757812,27
2017-03-14,916.5,922.4000244140625,923.5999755859375,370
2017-03-15,925.6300048828125,920.0,925.6400146484375,40
2017-03-16,928.0599975585938,930.4600219726562,931.0499877929688,259
2017-03-17,930.0,930.0,930.0,19
2017-03-20,930.0,926.719970703125,930.0,103
2017-03-21,926.0,923.8499755859375,927.260009765625,61
2017-03-22,919.5900268554688,916.6500244140625,920.5599975585938,97
2017-03-23,919.7999877929688,920.3400268554688,920.3400268554688,21
2017-03-24,927.0399780273438,926.2000122070312,927.7899780273438,120
2017-03-27,920.2100219726562,919.5800170898438,923.0900268554688,322
2017-03-28,922.7999877929688,926.4299926757812,926.5700073242188,319
2017-03-29,927.0,929.0800170898438,930.0999755859375,385
2017-03-30,927.0999755859375,929.0,930.75,122
2017-03-31,933.260009765625,925.0499877929688,933.260009765625,11
2017-04-03,936.0,939.5499877929688,939.6199951171875,339
2017-04-05,937.9000244140625,941.5700073242188,943.0700073242188,57
2017-04-06,939.8400268554688,936.0800170898438,940.0999755859375,28
2017-04-07,939.22998046875,940.0,940.0,334
2017-04-10,936.0,934.0700073242188,936.9000244140625,108
2017-04-11,935.25,939.6300048828125,939.6300048828125,63
2017-04-12,933.25,933.7899780273438,933.7899780273438,23
2017-04-13,934.6199951171875,934.2000122070312,935.02001953125,829
2017-04-17,934.25,929.5900268554688,934.25,357
2017-04-18,937.0599975585938,937.0599975585938,937.0599975585938,40
2017-04-19,924.75,923.6400146484375,924.75,33
2017-04-20,925.9299926757812,929.5999755859375,929.77001953125,267
2017-04-21,930.0700073242188,922.02001953125,930.0700073242188,79
2017-04-24,925.969970703125,933.5599975585938,934.719970703125,240
2017-04-25,935.7999877929688,942.7999877929688,943.5800170898438,83
2017-04-26,946.2899780273438,943.3599853515625,946.5,110
2017-04-27,947.5999755859375,948.7000122070312,948.7000122070312,252
2017-04-28,948.0,942.4000244140625,948.0,23
2017-05-02,947.5599975585938,947.1500244140625,950.0,225
2017-05-03,946.4299926757812,946.4400024414062,946.6199951171875,6
2017-05-04,947.5999755859375,949.8499755859375,950.6400146484375,21
2017-05-05,946.4099731445312,941.8599853515625,947.27001953125,10
2017-05-08,947.5999755859375,947.260009765625,947.6699829101562,31
2017-05-09,948.1599731445312,945.7100219726562,948.1599731445312,53
2017-05-10,947.9500122070312,952.4600219726562,952.9500122070312,249
2017-05-11,955.989990234375,954.6099853515625,957.4000244140625,13
2017-05-12,953.9500122070312,951.97998046875,954.530029296875,17
2017-05-15,956.0,957.4099731445312,960.9600219726562,74
2017-05-16,961.1699829101562,961.0,961.3200073242188,56
2017-05-17,965.0,965.0,965.0,20
2017-05-18,962.2100219726562,958.4199829101562,962.2100219726562,63
2017-05-19,965.5700073242188,964.4500122070312,965.5700073242188,102
2017-05-22,970.0,959.3699951171875,970.0,240
2017-05-23,953.489990234375,953.52001953125,953.9299926757812,119
2017-05-24,954.989990234375,954.530029296875,956.9299926757812,32
2017-05-25,954.739990234375,964.9600219726562,964.9600219726562,12
2017-05-26,962.02001953125,971.2000122070312,974.4000244140625,45
2017-05-29,973.989990234375,974.7999877929688,975.1799926757812,223
2017-05-30,971.9099731445312,975.7999877929688,976.0999755859375,73
2017-05-31,976.9500122070312,974.510009765625,976.9500122070312,18
2017-06-01,976.7000122070312,974.1799926757812,977.0399780273438,51
2017-06-02,979.6400146484375,979.489990234375,979.7899780273438,16
2017-06-05,977.510009765625,980.9199829101562,984.2999877929688,248
2017-06-06,983.4299926757812,980.3800048828125,983.4299926757812,132
2017-06-07,983.0,980.3900146484375,983.1799926757812,87
2017-06-08,983.0,981.47998046875,983.0,55
2017-06-09,978.0999755859375,984.5999755859375,984.989990234375,23
2017-06-12,969.0,978.3699951171875,979.0,109
2017-06-13,980.02001953125,979.9000244140625,980.02001953125,26
2017-06-14,976.22998046875,976.25,976.25,2
2017-06-15,976.5,980.1300048828125,980.530029296875,103
2017-06-16,977.5599975585938,973.3599853515625,977.719970703125,214
2017-06-19,980.6599731445312,979.77001953125,982.3400268554688,200
2017-06-20,982.2000122070312,978.9299926757812,982.3099975585938,33
2017-06-21,978.5499877929688,978.4500122070312,978.5499877929688,19
2017-06-22,982.3800048828125,984.8900146484375,984.8900146484375,4
2017-06-23,977.2100219726562,974.52001953125,977.2100219726562,10
2017-06-27,972.1900024414062,968.4600219726562,972.1900024414062,161
2017-06-28,965.0,964.7000122070312,965.0,201
2017-06-29,973.7899780273438,973.3900146484375,973.7899780273438,10
2017-06-30,964.4000244140625,963.5,965.9000244140625,14
2017-07-03,972.9400024414062,979.0499877929688,979.0499877929688,65
2017-07-04,982.6799926757812,982.0,982.7999877929688,42
2017-07-05,980.9099731445312,979.4199829101562,981.1799926757812,36
2017-07-06,984.52001953125,984.9000244140625,984.9000244140625,7
2017-07-07,983.8499755859375,984.4000244140625,984.4000244140625,56
2017-07-10,996.0,997.4299926757812,1016.0,14488
2017-07-11,990.0,997.489990234375,1000.2000122070312,149
2017-07-12,999.0399780273438,999.1500244140625,999.4099731445312,64
2017-07-13,1006.0,1006.0,1007.0,7
2017-07-14,1007.2899780273438,1007.1500244140625,1007.3900146484375,40
2017-07-17,1011.5,1011.780029296875,1012.75,40
2017-07-18,1006.1500244140625,1001.2100219726562,1009.9000244140625,100
2017-07-19,1007.5999755859375,1005.4000244140625,1007.6699829101562,8
2017-07-20,1011.6900024414062,1013.5399780273438,1013.5399780273438,8
2017-07-21,1011.7999877929688,1007.97998046875,1012.1500244140625,41
2017-07-24,1015.510009765625,1016.0,1017.2000122070312,22
2017-07-25,1016.0,1017.0,1017.0999755859375,23
2017-07-26,1018.0,1021.0,1021.0,32
2017-07-27,1029.9100341796875,1027.4000244140625,1031.9000244140625,253
2017-07-28,1019.219970703125,1020.25,1021.4000244140625,16
2017-07-31,1020.0,1024.8699951171875,1029.18994140625,100
2017-08-01,1030.5899658203125,1032.9300537109375,1032.9300537109375,179
2017-08-02,1033.3699951171875,1031.3399658203125,1033.5799560546875,86
2017-08-03,1025.800048828125,1025.0999755859375,1026.1400146484375,32
2017-08-04,1024.489990234375,1028.4599609375,1028.4599609375,10
2017-08-07,1024.9000244140625,1029.9200439453125,1030.0,32
2017-08-08,1022.97998046875,1021.0999755859375,1023.6400146484375,458
2017-08-09,1016.0999755859375,1013.4299926757812,1016.2000122070312,25
2017-08-10,1010.0,1008.6500244140625,1010.0,197
2017-08-11,995.52001953125,996.0999755859375,998.2000122070312,427
2017-08-14,1000.0499877929688,1002.2000122070312,1002.2000122070312,155
2017-08-16,999.969970703125,1010.47998046875,1010.969970703125,255
2017-08-17,1013.6900024414062,1014.0,1014.0,135
2017-08-18,1002.0999755859375,1001.5999755859375,1006.530029296875,46
2017-08-21,1010.2999877929688,1000.0,1010.9000244140625,40
2017-08-22,1002.0,1000.0700073242188,1002.5999755859375,103
2017-08-23,1003.47998046875,1003.0,1003.47998046875,223
2017-08-24,1007.9000244140625,1006.7999877929688,1007.9000244140625,278
2017-08-28,1013.489990234375,1013.1799926757812,1013.9000244140625,39
2017-08-29,1006.2999877929688,1004.8699951171875,1006.4500122070312,16
2017-08-30,1009.0,1011.1599731445312,1011.4400024414062,62
2017-08-31,1010.0599975585938,1011.25,1012.0599975585938,115
2017-09-01,1019.7999877929688,1020.72998046875,1020.72998046875,48
2017-09-04,1019.02001953125,1013.2000122070312,1019.02001953125,107
2017-09-05,1017.469970703125,1015.8300170898438,1018.4500122070312,231
2017-09-06,1008.5,1013.22998046875,1014.780029296875,1137
2017-09-07,1016.0900268554688,1016.3200073242188,1016.3499755859375,8
2017-09-08,1013.4099731445312,1009.5800170898438,1013.4099731445312,892
2017-09-11,1019.6300048828125,1016.9000244140625,1024.449951171875,53
2017-09-12,1023.0399780273438,1026.9100341796875,1026.9100341796875,832
2017-09-13,1031.3800048828125,1025.3800048828125,1031.7099609375,27
2017-09-14,1031.550048828125,1027.8199462890625,1031.989990234375,24
2017-09-15,1027.239990234375,1028.0,1028.0,91
2017-09-18,1036.5899658203125,1035.0,1036.6800537109375,136
2017-09-19,1034.489990234375,1033.8499755859375,1035.800048828125,44
2017-09-20,1035.739990234375,1034.6400146484375,1035.739990234375,211
2017-09-21,1030.5799560546875,1029.1199951171875,1031.02001953125,33
2017-09-22,1023.27001953125,1015.0,1023.27001953125,325
2017-09-25,1014.1500244140625,1004.0999755859375,1014.1500244140625,465
2017-09-26,1004.8599853515625,1008.0,1008.0,664
2017-09-27,1008.0,991.8200073242188,1008.0,474
2017-09-28,991.489990234375,994.5999755859375,994.6400146484375,130
2017-09-29,1003.0,1000.0,1003.0,29
2017-10-03,1004.510009765625,1005.0999755859375,1006.219970703125,126
2017-10-04,1007.9199829101562,1010.0,1011.6400146484375,366
2017-10-05,1012.5999755859375,1009.0,1014.9500122070312,33
2017-10-06,1010.8099975585938,1016.2100219726562,1016.2100219726562,44
2017-10-09,1021.4000244140625,1018.25,1021.780029296875,65
2017-10-10,1021.5900268554688,1019.6099853515625,1021.739990234375,76
2017-10-11,1026.18994140625,1024.199951171875,1026.18994140625,11
2017-10-12,1025.0,1023.97998046875,1025.0,77
2017-10-13,1030.5999755859375,1038.0,1038.0,184
2017-10-16,1043.22998046875,1042.449951171875,1043.699951171875,100
2017-10-17,1042.3900146484375,1040.300048828125,1042.3900146484375,22
2017-10-18,1018.0,1038.9300537109375,1040.9300537109375,154
2017-10-19,1036.9000244140625,1032.449951171875,1036.9000244140625,406
2017-10-23,1035.3800048828125,1037.68994140625,1037.68994140625,57
2017-10-24,1042.5899658203125,1039.0,1042.5999755859375,34
2017-10-25,1046.5,1050.0,1050.0,94
2017-10-26,1046.5999755859375,1055.9000244140625,1055.9000244140625,39
2017-10-27,1050.97998046875,1053.8199462890625,1054.6500244140625,99
2017-10-30,1052.31005859375,1057.1500244140625,1057.25,34
2017-10-31,1055.0999755859375,1053.739990234375,1055.199951171875,13
2017-11-01,1055.5,1065.0,1065.0,94
2017-11-02,1065.0,1062.25,1065.0,9
